span_id,extraction_id,retained_source_id,source_review_id,candidate_id,municipality,state,region,source_type,source_family,priority_bucket,cba_non_cba_hint,mechanism_source_family_hints,evidence_category,evidence_family,span_text_snippet,normalized_snippet_length,surrounding_context_snippet,page_number,section_heading,character_start_offset,character_end_offset,table_like_flag,currency_value_flag,percent_value_flag,date_or_effective_period_flag,position_or_unit_flag,safety_side_hint,comparison_potential_flag,mechanism_signal_flag,quantitative_signal_flag,confidence_score,reason_codes,source_locator_lineage,extracted_text_artifact_path,lane_id,span_sha256
BRMSPAN-20260802-05b28003287db93b3dd3815b,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"at a rate of $3,000.00 and to require all license holders to pay all fees in full at the time
",93,,,LIQUOR LICENSE REQUIREMENTS,14157,14251,True,True,False,False,False,unclear,False,False,True,0.94,Q001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,df90d730fcdfd0193ce5bb5ee01617d44e3e8d0a87742f2c9ad3d08be6ef0a2b
BRMSPAN-20260802-db7a4ae7e14015b8bc303412,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"years, with rate of pay of $10.00 for year one, $11.00 for year two, and $12.00 for year
",88,,,DUMPSTER ATTENDANT AGREEMENT,16670,16759,True,True,False,False,False,unclear,False,False,True,0.94,Q001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,7aabb798a8a68ebfcc8a4d186cceb8bd825cc149a8afb40f8b152035c3e21124
BRMSPAN-20260802-705889676313ea654169f93a,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,vacancy in the Laborer Position at the Lake Department.,55,,,LABORER POSITION – LAKE DEPARTMENT,36595,36650,True,False,False,False,True,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,460ea110908bc8ab89a31c15c07313eda96fd199d32e7679438bb3ba7c50395b
BRMSPAN-20260802-ffd725608b01f2103f5d188b,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,vacancy in the Marina Clerk Position at the Lake Department.,60,,,MARINA CLERK POSITION – LAKE DEPARTMENT,36873,36933,True,False,False,False,True,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,9d9d37f6b412c4753aedff8364aa78790b833ea019b044b9f791c32f6af38185
BRMSPAN-20260802-c4a68dea956d1c22713675a5,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_market_recruitment_retention_pressure,qualitative_mechanism,day probationary period of vacancy.,35,,,BID AND/OR ADVERTISE HEAVY EQUIPMENT OPERATOR - CEMETERY,54447,54482,True,False,False,False,False,unclear,False,True,False,0.86,M015,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,61c10492faa3ad3207bfe34e227c631bb279fa3fb60218f802b27aa6fa9b2599
BRMSPAN-20260802-86c00c85a711e20dbd39f0f3,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"at a rate of $500.00 per month bank draft beginning May 1, 2020.",64,,,(RE: TREVIS PARKER),78878,78942,True,True,False,True,False,unclear,False,False,True,0.94,Q001,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,b2a3406d82b8cadac31b474d5b78e8e4b1a5301fc2304b24c609ce1fdbc2313f
BRMSPAN-20260802-5a62292bbf1ab9571aebe7a0,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,qual_retroactivity_or_implementation_timing,qualitative_mechanism," City Attorney Romano noted that this action will be retroactive to
",66,,,,82276,82344,True,False,False,False,False,unclear,False,True,False,0.86,M008,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,51cd0b386c52780531de1b345cf626f4b8046b9d260c512d67c6f86c3b4cb2d2
BRMSPAN-20260802-7df40490e1a41f05723f2ecf,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"Clerk Cindy Dey, effective May 1, 2020.",39,,,RESIGNATION OF DEPUTY CLERK CINDY DEY,83778,83817,True,False,False,True,False,unclear,False,False,True,0.84,Q013,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,565b869026baf4173eeb1c8c1232b90cf6f0648d6ee0942492960612361a85ca
BRMSPAN-20260802-ccde0139db67685fbabfcea6,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"complete the applications for a fee of $25.00 per hour, with an estimated time of 25-30 hours
",93,,,,86223,86317,True,True,False,False,False,unclear,False,False,True,0.94,Q002,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,fb2037b6136b8cda05d906fcea9262a667b63294aa2e87e033c21a8b4988ae35
BRMSPAN-20260802-c8c245847b4a554e6d6ef54a,RMTXT-20260802-0011c53de4ee8d8863a1,RMSRD-20260802-e8b867566ca0039d6d6b,RMSRD-20260802-e8b867566ca0039d6d6b,BRM5C-BRM5-20260731-04223-01,Taylorville,IL,Midwest,pdf,budget_or_pay_plan,high_priority_verification_ready,non_cba_or_unresolved_hint,non_safety_constraint_signal,quant_budget_or_pay_plan_amount,quantitative_compensation,"fill the position of Police Officer effective May 24, 2020 to enter the Police Academy at
",89,,,APRROVE HIRING OF POLICE OFFICER KAYLA SCHNEIDER,88432,88522,True,False,False,True,True,police,False,False,True,0.84,Q013,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-01"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020mins.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}",artifacts/local_extracted_text/broad_state_remaining_municipalities_text_extraction_2026-08-02/text_extraction_lane_002/RMTXT-20260802-0011c53de4ee8d8863a1.txt,span_extraction_lane_003,1aca8c2dd7abbd6023254ab6d45ad4b79b25afb961a57c5afe1d0aa5a2116133
